Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
"5000","World","6717","Naturally regenerating forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4051780.441400","4044585.044800","4032656.758200","4020728.471600","4008800.184900","3996871.898300","3984943.611700","3973015.325100","3961087.038500","3949158.751800","3937230.465200","3926886.121000","3916541.776800","3906197.432500","3895853.088300","3885508.744100","3875164.399900","3864820.055600","3854475.711400","3844131.367200","3833787.022900","3825489.909000","3817192.795000","3808895.681100","3800598.567200","3792301.453200","3786533.512700","3777981.578200","3770514.925400","3762919.333700"
"5000","World","6716","Planted Forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"178718.880000","183032.851000","187092.922000","191152.993000","195213.064000","199273.135000","203333.206000","207393.277000","211453.348000","215513.419000","219573.490000","224703.093000","229832.696000","234962.299000","240091.902000","245221.505000","250351.108000","255480.711000","260610.314000","265739.917000","270869.520000","274638.714000","278407.908000","282177.102000","285946.296000","289715.490000","292197.200000","293879.800000","296500.520000","299003.930000"
"5000","World","6670","Other land","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4006231.384300","4022195.696900","3946712.178300","3970135.530400","3956010.586400","3963442.084400","3963598.202400","3958144.900400","3949916.398500","3955412.121500","3967816.454500","3970458.727100","3984433.969200","4004935.300400","4019820.202900","4029219.657200","4046158.339600","4057728.279700","4071724.663400","4084356.355800","4092572.137000","4085933.939000","4138653.019500","4141542.927300","4140807.711100","4185418.222700","4182778.694600","4161902.249700","4186022.956800","4187863.452700"
"5000","World","6680","Inland waters","5110","Area","1000 ha","401558.765900","401560.765900","401559.765900","401559.765900","401560.765900","401561.765900","401562.765900","401563.765900","401563.765900","401564.765900","401565.765900","401576.765900","401585.765900","401633.765900","401686.765900","401709.765900","401511.765900","401513.765900","401722.765900","401750.765900","401743.765900","401763.765900","401771.765900","401924.665900","401936.665900","401927.665900","401804.665900","401807.665900","401906.665900","401974.665900","401966.665900","435754.065900","436138.441100","436650.631900","436946.244700","436997.845900","436936.063300","436812.751800","436133.641700","429928.941500","430086.941500","430348.630600","429681.189900","418438.479900","418359.798400","418610.225800","418634.851400","440168.241000","440088.313900","439873.927300","439433.098500","427159.617200","427358.250800","427220.597500","427516.212300","426539.881800","426930.659000","426841.851800","426855.903800"
"5000","World","6690","Land area equipped for irrigation","5110","Area","1000 ha","161148.000000","163682.000000","165638.000000","167747.000000","169704.000000","172668.000000","175205.700000","178775.000000","181454.000000","184302.000000","187754.000000","191364.600000","196133.000000","199106.000000","202511.800000","206634.700000","210096.200000","214417.000000","217753.500000","221210.400000","226729.500000","231026.900000","234264.850000","237730.400000","241487.900000","245210.400000","248218.130000","251075.630000","254261.430000","258045.700000","260752.430000","263894.740000","266202.340000","269158.840000","272748.030000","276988.630000","279839.610000","282756.780000","285636.200000","289332.080000","294177.186000","299543.336000","304961.205000","307781.513600","309984.211100","312045.456400","314363.940600","315987.725900","318634.367400","321895.322000","324884.109000","328677.250000","331772.281900","333822.312800","336090.226700","338118.397600","339833.982500","340819.075600","341585.127000"
"5000","World","6671","Agriculture area under organic agric.","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21891.660000","29211.150000","30001.324000","31814.784000","34605.774000","36863.037000","35803.759100","36558.650000","37630.440000","35868.050000","45307.054200","50967.748600","57714.107400","69540.755300","71116.595100","72213.289400"
"5000","World","6672","Agriculture area certified organic","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18144.330000","17880.390000","20152.510000","24625.530000","13057.300000","27402.706000","15127.821900","25207.610000","27467.530000","25800.920000","32398.977900","37345.817000","20058.268200","18576.311500","55342.601100","54606.907000"
"5000","World","6714","Primary Forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1312936.404000","1311506.064400","1310075.724800","1308645.385200","1307215.045600","1305784.706000","1304354.366400","1302924.026800","1301493.687200","1300063.347600","1298633.008000","1295752.767400","1292872.526800","1289992.286200","1287112.045600","1284231.805000","1285011.245600","1285790.686200","1286570.126800","1287349.567400","1288129.008000","1285946.650600","1283764.293200","1281581.935800","1279399.578400","1277217.221000","1277217.221000","1277217.221000",,
"5100","Africa","6600","Country area","5110","Area","1000 ha","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3031837.500000","3035448.407100","3035448.398500","3035448.379700","3035448.474000","3035448.408100","3035448.437900","3035448.368900","3035473.822600","3034991.762600","3034992.766100","3034992.673300","3034992.974000","3034992.740900","3034993.000700","3034992.771900","3034991.771900"
"5100","Africa","6601","Land area","5110","Area","1000 ha","2964906.500000","2964906.500000","2964906.500000","2964906.500000","2964906.500000","2964906.500000","2964906.500000","2964906.500000","2964906.500000","2964906.500000","2964906.500000","2964906.500000","2964902.500000","2964862.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2964822.500000","2979687.987900","2979692.590800","2979694.811900","2979702.780600","2979697.242900","2979699.280100","2979768.529300","2979794.424700","2990330.480200","2990330.718600","2990322.910300","2990323.296400","2990312.884500","2990312.088700","2990310.791200","2990310.791200"
"5100","Africa","6602","Agriculture","5110","Area","1000 ha","1041602.530000","1042196.020000","1045087.930000","1046183.090000","1049000.150000","1047563.010000","1050228.890000","1052089.970000","1059014.050000","1057026.490000","1059717.580000","1055757.020000","1060424.020000","1056460.020000","1056499.020000","1058113.020000","1054271.020000","1054721.020000","1054190.020000","1058072.020000","1051487.020000","1053565.260000","1055664.760000","1060480.280000","1067042.020000","1076466.020000","1079343.020000","1084600.020000","1088811.020000","1075189.390000","1067166.709000","1072834.828000","1061175.392000","1066853.466000","1074628.205000","1076004.444000","1080256.503000","1082740.552000","1087804.086000","1091282.240000","1096168.445000","1099335.890000","1107431.465000","1110673.713000","1119065.040000","1121085.017000","1124713.954000","1130468.391000","1134684.128000","1138134.805000","1141480.488000","1109281.461500","1113335.870000","1114665.072500","1115806.227100","1118210.665000","1119303.482800","1120011.547500","1118689.174800"
"5100","Africa","6610","Agricultural land","5110","Area","1000 ha","1041602.530000","1042196.020000","1045087.930000","1046183.090000","1049000.150000","1047563.010000","1050228.890000","1052089.970000","1059014.050000","1057026.490000","1059717.580000","1055757.020000","1060424.020000","1056460.020000","1056499.020000","1058113.020000","1054271.020000","1054721.020000","1054190.020000","1058072.020000","1051487.020000","1053565.260000","1055664.760000","1060480.280000","1067042.020000","1076466.020000","1079343.020000","1084600.020000","1088811.020000","1075189.390000","1067166.709000","1072834.828000","1061175.392000","1066853.466000","1074628.205000","1076004.444000","1080256.503000","1082740.552000","1087804.086000","1091282.240000","1096168.445000","1099335.890000","1107431.465000","1110673.713000","1119065.040000","1121085.017000","1124713.954000","1130468.391000","1134684.128000","1138134.805000","1141480.488000","1109281.461500","1113335.870000","1114665.072500","1115806.227100","1118122.765000","1119215.582800","1119923.647500","1118601.274800"
"5100","Africa","6620","Cropland","5110","Area","1000 ha","167285.510000","169130.000000","173145.910000","175455.070000","179089.130000","177447.990000","180057.870000","181780.950000","188632.030000","186555.470000","187281.560000","183344.000000","188993.000000","184853.000000","185800.000000","187190.000000","182231.000000","182110.000000","181054.000000","183202.000000","179936.000000","181784.240000","182609.740000","187244.260000","192107.000000","197867.000000","198265.000000","199947.000000","201620.000000","203631.000000","207368.500000","210321.780000","214218.680000","216356.160000","221505.500000","224657.960000","225999.420000","227217.620000","230209.000000","230453.000000","229906.920000","233063.080000","240766.370000","241920.485000","246075.170000","246886.755000","250122.700000","254145.745000","254172.990000","257910.125000","262008.470000","273437.927500","275139.305000","275458.662500","275523.737100","277006.812900","277279.678100","277053.475500","275731.122800"
"5100","Africa","6621","Arable land","5110","Area","1000 ha","152130.510000","153493.000000","157375.910000","159240.070000","162643.130000","160953.990000","163740.870000","165311.950000","171758.030000","169327.470000","169792.560000","165611.000000","170907.000000","166433.000000","167000.000000","168058.000000","162560.000000","162167.000000","160886.000000","162812.000000","159516.000000","161011.240000","161462.740000","165686.260000","170078.000000","175625.000000","175843.000000","177103.000000","178280.000000","179861.000000","183173.000000","185744.280000","189193.180000","190960.660000","195720.000000","198609.460000","199697.920000","200318.120000","202928.500000","202445.500000","201534.320000","204491.480000","211543.770000","212257.000100","215727.300100","216510.500200","219009.860300","222933.220300","222249.380400","224943.530400","228720.025500","237267.790600","238525.130600","238401.090700","238473.467800","239858.446200","240121.426000","239767.997900","238469.440800"
"5100","Africa","6650","Land under permanent crops","5110","Area","1000 ha","15155.000000","15637.000000","15770.000000","16215.000000","16446.000000","16494.000000","16317.000000","16469.000000","16874.000000","17228.000000","17489.000000","17733.000000","18086.000000","18420.000000","18800.000000","19132.000000","19671.000000","19943.000000","20168.000000","20390.000000","20420.000000","20773.000000","21147.000000","21558.000000","22029.000000","22242.000000","22422.000000","22844.000000","23340.000000","23770.000000","24195.500000","24577.500000","25025.500000","25395.500000","25785.500000","26048.500000","26301.500000","26899.500000","27280.500000","28007.500000","28372.600000","28571.600000","29222.600000","29663.484900","30347.869900","30376.254800","31112.839700","31212.524700","31923.609600","32966.594600","33288.407400","33445.424400","33924.749400","34403.434300","34431.419200","34564.804200","34609.977100","34772.490100","34783.982000"
"5100","Africa","6655","Land under perm. meadows and pastures","5110","Area","1000 ha","874317.020000","873066.020000","871942.020000","870728.020000","869911.020000","870115.020000","870171.020000","870309.020000","870382.020000","870471.020000","872436.020000","872413.020000","871431.020000","871607.020000","870699.020000","870923.020000","872040.020000","872611.020000","873136.020000","874870.020000","871551.020000","871781.020000","873055.020000","873236.020000","874935.020000","878599.020000","881078.020000","884653.020000","887191.020000","871558.390000","859798.209000","862513.048000","846956.712000","850497.306000","853122.705000","851346.484000","854257.083000","855522.932000","857595.086000","860829.240000","866261.525000","866272.810000","866665.095000","868753.228000","872989.870000","874198.262000","874591.254000","876322.646000","880511.138000","880224.680000","879472.018000","835843.534000","838196.565000","839206.410000","840282.490000","841115.952100","841935.904800","842870.172000","842870.152000"
"5100","Africa","6646","Forest land","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"742801.276900","739526.034000","736250.791100","732975.548200","729700.305300","726425.062500","723149.819600","719874.576700","716599.333800","713324.090900","710048.848000","706645.500200","703242.152400","699838.804600","696435.456800","693032.109000","689628.761200","686225.413400","682822.065600","679418.717800","676015.370000","672108.760000","668202.150000","664295.540000","660388.930000","656482.320000","652481.384300","648548.990000","644618.828000","640608.550000"
"5100","Africa","6646","Forest land","72151","Carbon stock in living biomass","million tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58520.019600","58274.337600","58028.655700","57782.973700","57537.291700","57291.609800","57045.927800","56800.245800","56554.563900","56308.881900","56063.199900","55808.315800","55553.431600","55298.547400","55043.663300","54788.779100","54533.895000","54279.010800","54024.126600","53769.242500","53514.358300","53202.468600","52890.578900","52578.689200","52266.799500","51954.909800","51666.607600","51265.438800","50960.399300","50654.360600"
"5100","Africa","6717","Naturally regenerating forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"734301.049200","730983.743100","727666.437000","724349.130900","721031.824700","717714.518600","714397.212500","711079.906400","707762.600200","704445.294100","701127.988000","697554.297200","693980.606400","690406.915600","686833.224800","683259.534000","679685.843200","676112.152400","672538.461600","668964.770800","665391.080000","661405.447000","657419.814000","653434.181000","649448.548000","645462.915000","641415.479000","637412.763000","633478.478000","629311.890000"
"5100","Africa","6716","Planted Forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8500.240000","8542.301000","8584.362000","8626.423000","8668.484000","8710.545000","8752.606000","8794.667000","8836.728000","8878.789000","8920.850000","9091.193000","9261.536000","9431.879000","9602.222000","9772.565000","9942.908000","10113.251000","10283.594000","10453.937000","10624.280000","10703.310000","10782.340000","10861.370000","10940.400000","11019.430000","11065.910000","11136.230000","11140.360000","11296.680000"
"5100","Africa","6670","Other land","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1146831.833100","1158129.757000","1155736.880900","1170671.559800","1168268.728700","1163769.232500","1165668.236400","1164691.420300","1165482.614200","1163694.323100","1163491.412000","1162008.554800","1162244.457600","1157552.230400","1172578.818100","1167595.441800","1168981.033700","1168763.413200","1166406.786300","1165596.434300","1165618.354300","1166205.176700","1212846.868700","1212699.308600","1215268.907800","1218034.749300","1219620.835200","1222459.615900","1225680.415700","1231013.366400"
"5100","Africa","6680","Inland waters","5110","Area","1000 ha","66931.000000","66931.000000","66931.000000","66931.000000","66931.000000","66931.000000","66931.000000","66931.000000","66931.000000","66931.000000","66931.000000","66931.000000","66935.000000","66975.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","67015.000000","55760.419200","55755.807700","55753.567800","55745.693400","55751.165200","55749.157800","55679.839600","55679.397900","43363.671900","43364.411800","43372.201100","43372.115800","43382.222300","43383.307500","43384.338300","43384.338300"
"5100","Africa","6690","Land area equipped for irrigation","5110","Area","1000 ha","7380.000000","7375.000000","7417.000000","7492.000000","7750.000000","7923.000000","8040.000000","8099.000000","8203.000000","8418.000000","8533.000000","8604.000000","8723.000000","8824.000000","8921.000000","8970.000000","9027.200000","9112.000000","9155.500000","9289.300000","9442.300000","9526.600000","9643.600000","9804.600000","10051.600000","10320.600000","10432.130000","10595.630000","10789.630000","11084.930000","11211.930000","11719.840000","11989.740000","12017.640000","12456.730000","12437.730000","12672.030000","12857.430000","12982.630000","13188.830000","13308.130000","13529.370000","13711.220000","13954.650000","14169.120000","14326.336700","14482.183300","14658.300000","14986.450000","15123.030000","15295.380000","15658.610000","15856.670000","16026.680000","16226.690000","16241.150000","16392.120000","16413.010000","16443.010000"
"5100","Africa","6671","Agriculture area under organic agric.","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"624.200000","952.890000","1149.990000","1271.160000","1256.590000","1413.540000","1023.610000","1022.450000","1093.480000","1077.590000","1263.070000","1682.530000","1800.594000","2031.724000","2006.782000","2018.454000"
"5100","Africa","6672","Agriculture area certified organic","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.000000","50.000000","51.000000","146.480000","148.820000","110.910000","216.790000","151.850000","330.330000","345.900000","626.040000","780.440000","844.630000","529.660000","926.052000","1744.070000"
"5100","Africa","6714","Primary Forest","5110","Area","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"151221.572000","150566.062900","149910.553800","149255.044700","148599.535600","147944.026500","147288.517400","146633.008300","145977.499200","145321.990100","144666.481000","144022.832000","143379.183000","142735.534000","142091.885000","141448.236000","140756.587000","140064.938000","139373.289000","138681.640000","137989.991000","137401.622000","136813.253000","136224.884000","135636.515000","135048.146000","135048.146000","135048.146000",,
"5101","Eastern Africa","6600","Country area","5110","Area","1000 ha","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","636166.500000","639777.407100","639777.398500","639777.379700","639777.474000","639777.408100","639777.437900","639777.368900","639802.822600","704491.159900","704492.232000","704492.196100","704492.295300","704492.149400","704492.208400","704492.131400","704492.131400"
"5101","Eastern Africa","6601","Land area","5110","Area","1000 ha","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","605628.500000","620493.987900","620498.590800","620500.811900","620508.780600","620503.242900","620505.280100","620574.529300","620600.424700","683798.491200","683798.898900","683793.968700","683794.075800","683794.764400","683794.093400","683793.319700","683793.319700"
"5101","Eastern Africa","6602","Agriculture","5110","Area","1000 ha","281711.020000","282530.020000","284053.020000","284862.020000","285603.020000","286007.020000","286304.020000","286881.020000","287719.020000","288910.020000","290657.020000","291351.020000","291532.020000","291866.020000","292653.020000","293023.020000","293142.020000","294251.020000","293937.020000","293867.020000","294983.020000","295075.020000","295471.020000","295423.020000","297506.020000","297825.020000","297903.020000","298239.020000","298990.020000","285499.010000","286458.510000","287585.510000","270162.510000","271077.510000","272057.510000","272912.510000","274840.520000","276506.020000","279309.020000","281126.020000","282490.006000","283412.192000","285846.778000","289117.244000","290209.850000","291726.536000","292659.702000","294863.698000","296753.964000","297953.600000","300322.848000","330458.172500","331157.639000","331656.279500","332039.220000","332526.042500","332919.165000","333429.369500","333393.922000"
